site.id,east,north,SR,meant,precip,gdd
1779,47,20,76,9.474768195,649.2771667,3141.725564
1780,47,21,72,9.015707963,635.5086667,2939.840538
1781,47,22,68,8.801619895,621.5208333,2852.403213
1782,47,23,72,9.079986767,641.2561667,2968.97572
1783,47,24,83,9.04452715,651.9553333,2954.283356
1784,47,25,78,9.129410564,614.3966667,2991.907327
1785,47,26,78,9.130083847,627.5476667,2990.807459
1786,47,27,94,8.795807552,666.1136667,2853.691003
1787,47,28,69,8.86905989,665.4141667,2884.313647
1788,47,29,65,8.729529774,633.2661667,2827.337821
1789,47,30,75,8.371672028,668.6191667,2674.014453
1790,47,31,77,8.759780744,625.4746667,2840.146524
1791,47,32,68,8.823646133,619.2348333,2865.268838
1792,47,33,72,9.297958476,568.3338333,3066.675299
1793,47,34,76,9.177126854,585.6253333,3010.201253
1794,47,35,81,9.190822382,611.1076667,3016.071182
1795,47,36,61,8.830018366,619.8818333,2861.999718
1796,47,37,71,8.866134611,596.8568333,2874.630701
1797,47,38,93,9.02116005,594.0005,2938.2912
1798,47,39,90,9.093468971,596.296,2969.396376
1799,47,40,69,9.207924253,568.5938333,3018.06266
1800,47,41,78,9.193282113,575.8525,3009.920952
1801,47,42,78,9.150473876,598.7076667,2993.315896
1802,47,43,88,9.036250513,600.2368333,2938.473183
1803,47,44,103,9.007401209,607.034,2923.034406
1804,47,45,79,8.948638604,619.486,2897.539638
1805,47,46,67,8.730394821,643.3085,2810.640672
1806,47,47,70,8.612488706,677.618,2763.20035
1807,47,48,75,8.343839037,693.5763333,2652.928139
1808,47,49,74,7.456380219,880.6168333,2301.404503
1809,47,50,62,7.49256856,943.2821667,2309.848976
1810,47,51,98,7.994319074,758.8658333,2499.73503
1811,48,10,86,10.18291604,743.6916667,3464.34778
1812,48,11,80,9.074060005,941.299,2967.500705
1813,48,12,93,9.76417682,914.9965,3278.601783
1814,48,13,92,9.560055099,877.5626667,3176.893814
1815,48,14,98,9.505856605,764.6456667,3151.364758
1816,48,15,92,9.601555784,688.1976667,3200.182544
1817,48,16,104,9.518084987,663.0475,3166.940422
1818,48,17,88,9.681376454,652.7386667,3242.857082
1819,48,18,92,9.204880675,687.7333333,3019.532948
1820,48,19,74,9.090879649,770.7891667,2969.221727
1821,48,20,75,9.23393452,766.9603333,3035.435725
1822,48,21,77,9.46573671,626.2815,3132.934234
1823,48,22,71,9.075719484,663.6168333,2965.002725
1824,48,23,76,9.187173739,643.5756667,3017.119502
1825,48,24,71,9.222750742,606.503,3032.566668
1826,48,25,81,9.040278348,613.5533333,2953.956105
1827,48,26,85,9.237357175,604.2338333,3036.065021
1828,48,27,74,8.883844285,634.8598333,2888.741933
1829,48,28,76,8.77783995,638.2658333,2847.092902
1830,48,29,92,8.684701574,624.8351667,2807.805088
1831,48,30,101,8.431814282,664.6113333,2699.748075
1832,48,31,74,8.69275154,633.7485,2811.380937
1833,48,32,70,8.630093315,643.611,2784.696891
1834,48,33,77,9.0805624,594.8953333,2971.232046
1835,48,34,76,9.257932695,554.7321667,3042.971983
1836,48,35,73,9.266102783,569.3121667,3044.393297
1837,48,36,84,9.235775496,581.1485,3031.521468
1838,48,37,87,9.127733972,583.677,2986.20493
1839,48,38,74,9.081203514,583.06,2965.414286
1840,48,39,70,9.088084645,578.607,2966.622691
1841,48,40,88,9.192546772,584.3971667,3010.945166
1842,48,41,75,9.208738877,587.5528333,3018.85832
1843,48,42,93,9.198200776,600.2223333,3016.620146
1844,48,43,87,9.073908738,596.536,2955.047808
1845,48,44,70,8.915436573,629.0688333,2887.772575
1846,48,45,81,7.899660621,696.8325,2469.330107
1847,48,46,82,8.165026808,735.7345,2583.133656
1848,48,47,90,8.814636208,642.7243333,2848.426458
1849,48,48,92,8.248364362,683.1166667,2613.428607
1850,48,49,78,7.440762834,871.9493333,2288.987745
1851,48,50,71,7.936759069,802.729,2481.711781
1852,49,10,77,10.18655213,782.8125,3468.05172
1853,49,11,89,9.503797741,955.4333333,3157.006929
1854,49,12,77,9.659662104,866.1111667,3227.838508
1855,49,13,89,9.428229409,880.0518333,3118.364319
1856,49,14,101,9.59383379,751.3471667,3197.251822
1857,49,15,77,9.670918435,693.2406667,3234.922127
1858,49,16,91,9.65447399,703.7631667,3226.977136
1859,49,17,100,9.809435661,653.4113333,3298.437609
1860,49,18,80,9.634789071,651.9173333,3211.545537
1861,49,19,80,9.146054871,758.5496667,2990.874975
1862,49,20,81,8.917696213,778.289,2902.287418
1863,49,21,96,9.270226101,670.5246667,3053.165363
1864,49,22,96,9.30337885,625.492,3067.380402
1865,49,23,90,9.140914328,617.9991667,2997.116985
1866,49,24,80,9.176894821,590.8558333,3013.811029
1867,49,25,82,9.223808693,622.7831667,3031.097961
1868,49,26,64,9.31546418,582.368,3067.090473
1869,49,27,81,9.233449122,581.9218333,3031.542374
1870,49,28,66,8.947089779,609.5246667,2915.603671
1871,49,29,81,8.956423454,605.1415,2920.69897
1872,49,30,91,8.969078143,623.5631667,2927.732457
1873,49,31,85,8.780342231,627.6745,2845.898693
1874,49,32,58,8.848167237,649.2311667,2874.068634
1875,49,33,67,9.08136653,613.2526667,2972.420305
1876,49,34,84,9.204004677,583.8071667,3021.741229
1877,49,35,44,9.325149213,557.0951667,3070.64635
1878,49,36,79,9.286598449,584.339,3050.9356
1879,49,37,66,9.089646133,606.3351667,2963.571638
1880,49,38,69,9.01733379,583.9453333,2931.418086
1881,49,39,64,8.963990988,610.9951667,2909.083148
1882,49,40,85,9.089097878,616.4638333,2962.28769
1883,49,41,92,9.054708533,628.8175,2950.031338
1884,49,42,91,9.269019621,627.6036667,3047.759739
1885,49,43,72,8.807451175,672.7786667,2844.081696
1886,49,44,60,8.601560461,689.6923333,2760.394726
1887,49,45,79,8.521995323,729.6503333,2730.893544
1888,49,46,72,8.078918207,758.6388333,2551.177695
1889,49,47,79,8.457162332,691.2855,2703.523239
1890,49,48,90,8.212874287,739.6755,2596.007217
1891,49,49,75,8.111481291,880.8728333,2554.954781
1892,50,10,90,10.34749772,744.7688333,3549.838143
1893,50,11,93,10.08122462,888.1506667,3421.055371
1894,50,12,82,9.846582706,821.7586667,3312.693253
1895,50,13,75,9.70489311,784.0753333,3249.392344
1896,50,14,87,9.706586242,757.4113333,3253.785766
1897,50,15,84,9.842414214,661.7516667,3314.452539
1898,50,16,96,10.0454822,628.8358333,3402.151379
1899,50,17,92,10.34650445,617.7425,3525.731454
1900,50,18,91,9.962697582,647.1368333,3355.0127
1901,50,19,91,9.527910449,705.8785,3160.731133
1902,50,20,81,9.123660621,730.9781667,2984.641549
1903,50,21,81,9.11392585,748.3296667,2982.908635
1904,50,22,92,9.315725188,637.331,3071.814758
1905,50,23,92,9.329995323,618.748,3081.427361
1906,50,24,92,9.529841889,573.1013333,3170.114479
1907,50,25,86,9.361736482,571.8166667,3088.33891
1908,50,26,83,9.256384554,622.3308333,3040.766607
1909,50,27,70,9.27881086,587.5006667,3050.284715
1910,50,28,96,9.338884326,571.9263333,3075.854135
1911,50,29,92,9.29611248,575.4855,3059.932645
1912,50,30,95,9.275733288,594.3491667,3052.742321
1913,50,31,82,9.23955989,592.7186667,3037.23771
